speed,steering_angle,position,rotation,rotation_speed
-2.7816518000000006,0.0,"Vec3(-0.491681, 0.380927, -2.03514)","Vec3(0, -64.021, 0)",-0.8373090918169546
-2.7977620499999993,0.0,"Vec3(-0.475436, 0.380927, -2.04296)","Vec3(0, -64.2908, 0)",-0.8080761322110201
-2.8117860500000007,0.0,"Vec3(-0.461198, 0.380927, -2.04974)","Vec3(0, -64.5174, 0)",-0.7826438532102976
-2.8270778,0.0,"Vec3(-0.445557, 0.380927, -2.05712)","Vec3(0, -64.7568, 0)",-0.7549268284989712
-2.8419233000000004,0.0,"Vec3(-0.430264, 0.380927, -2.06425)","Vec3(0, -64.9809, 0)",-0.7280337873976307
-2.85753505,0.0,"Vec3(-0.414065, 0.380927, -2.07174)","Vec3(0, -65.2082, 0)",-0.699768113802883
-2.8723445499999993,0.0,"Vec3(-0.398592, 0.380927, -2.07882)","Vec3(0, -65.4155, 0)",-0.6729703581577493
-2.881718199999999,0.0,"Vec3(-0.382189, 0.380927, -2.08625)","Vec3(0, -65.6258, 0)",-0.6259691528789851
-2.89059445,0.0,"Vec3(-0.366585, 0.380927, -2.09326)","Vec3(0, -65.811, 0)",-0.58147124745373
-2.8996158999999992,0.0,"Vec3(-0.350656, 0.380927, -2.10035)","Vec3(0, -65.9858, 0)",-0.5362543311538398
-2.90876185,0.0,"Vec3(-0.334435, 0.380927, -2.10753)","Vec3(0, -66.1493, 0)",-0.49042256915834836
-2.917794249999999,0.0,"Vec3(-0.318347, 0.380927, -2.11459)","Vec3(0, -66.297, 0)",-0.445169002551012
-2.9269939,0.0,"Vec3(-0.301893, 0.380927, -2.12177)","Vec3(0, -66.4335, 0)",-0.39908672320345445
-2.93601385,0.0,"Vec3(-0.285695, 0.380927, -2.12879)","Vec3(0, -66.5535, 0)",-0.35391380527326444
-2.9451378999999993,0.0,"Vec3(-0.269247, 0.380927, -2.13589)","Vec3(0, -66.6611, 0)",-0.30822868718083446
-2.95421305,0.0,"Vec3(-0.252824, 0.380927, -2.14294)","Vec3(0, -66.7544, 0)",-0.26279761698229653
-2.9633955999999992,0.0,"Vec3(-0.236146, 0.38042, -2.15008)","Vec3(0, -66.8348, 0)",-0.21683815132033063
-2.972311299999999,0.0,"Vec3(-0.219896, 0.38042, -2.15701)","Vec3(0, -66.8992, 0)",-0.17222338978154522
-2.981440449999999,0.0,"Vec3(-0.203199, 0.38042, -2.16411)","Vec3(0, -66.9516, 0)",-0.1265495537486995
